,attachments,author_id,created_at,id,text,category,retweet_count,reply_count,like_count,quote_count,edit_history_tweet_ids
260,,1.36436923470952e+18,2022-09-04 22:35:32+00:00,1.56655559028065e+18,"RT @gigione2tribal: 国税庁だけでなく
みずほ銀行からも詐欺メールが📨_(:3 」∠ )_

#amazon詐欺メールも
#通販用捨てアドが流出してるのか",3.0,1.0,0.0,0.0,0.0,
261,,1.31006584570015e+18,2022-09-04 22:34:07+00:00,1.56655523356768e+18,"@EuZyoIZYZShH1RZ みずほおはようー！！
だよね！！もういっその事一緒に寝る?w
お互い無理せず頑張ろう✊🏻✨",2.0,0.0,0.0,1.0,0.0,
262,,158304487.0,2022-09-04 22:32:32+00:00,1.56655483533533e+18,"@necomen_k 面倒臭いかもしれませんが、みずほの口座を持っているのならば、ATMでの預け入れならば、手数料取られずに出来ますよ
小銭の量によっては何回も繰り返しになりますが（笑）
自分はそうやって貯まった小銭は預け入れしています",3.0,0.0,0.0,0.0,0.0,
263,,1.55965786540069e+18,2022-09-04 22:31:59+00:00,1.56655469803093e+18,"詐欺師多くてお困りの方多いと思います！
こちら安心安全取引心得ております👍

三井急募 高価買取

ここから下カードありのみ🙏
三菱
ゆうちょ
みずほ
住信
りそな
セブン
PayPay
イオン
楽天
ローソン
地銀ja👈高価買取
その他相談可能🙆🏻‍♀️

口座 買取
お金困ってます
78",1.0,0.0,0.0,0.0,0.0,
264,,8.51339932417184e+17,2022-09-04 22:31:46+00:00,1.56655464015792e+18,"■東証【化学関連銘柄】週間株式相場表■
８月29日（月）▶９月２日（金）

持続可能性がカギ 特殊化学２社注目 みずほ証券・吉田篤氏 - 化学工業日報 https://t.co/yvgRRhKuFT",6.0,0.0,0.0,0.0,0.0,
265,{'media_keys': ['3_1565254602689507333']},1.03909897127105e+18,2022-09-04 22:31:00+00:00,1.56655444809195e+18,"#Palclock気まぐれ時報 が7時31分をお知らせします

みずほさん:https://t.co/AgTRA0CStx
姫川ユウさん:https://t.co/MkTHwkP9Nx
芝潤さん:https://t.co/HW5hRiOEG8

#声優 #アイドル #推し不在 #アイドル募集 #声優募集 #Vtuber募集 #目覚まし #時計 #アプリ #声のお仕事 https://t.co/GOA0ZbU8OR",2.0,0.0,0.0,0.0,0.0,
266,,1.20216426951875e+18,2022-09-04 22:30:35+00:00,1.56655434491626e+18,"RT @hk81_naruse: ⚠️アンケート（修正版）

駅メモのキャラに自分の本名同じ名前のでんこはいる？いない？
（rtとかして回してください）

あと、例外として、みづほ、はみずほとカウントします。",2.0,6.0,0.0,0.0,0.0,
267,{'media_keys': ['3_1566553669897560066']},241132187.0,2022-09-04 22:27:55+00:00,1.56655367423868e+18,"みずほも怪しい（というか黒）のが…
金融庁のやつといい、最近増えた？ https://t.co/yWuIfGLxE5",3.0,0.0,0.0,1.0,0.0,
268,,1454325853.0,2022-09-04 22:27:13+00:00,1.56655349741562e+18,RT @ishiguroayako: みずほの国ならぬカルトの国日本。,2.0,8.0,0.0,0.0,0.0,
269,,312063196.0,2022-09-04 22:45:29+00:00,1.56655809585338e+18,"みずほのスピリチュアル属性は【空属性】何を考えているか分からないミステリアスな人。クリエイティブ能力に長けセンス抜群。でも変人。空・水・火と相性抜群。風・地とは反発し合う。
#あなたのスピリチュアル属性 https://t.co/5YFPK1l7ZK",2.0,0.0,0.0,0.0,0.0,
270,{'media_keys': ['3_1566557857599787008']},1635284976.0,2022-09-04 22:44:34+00:00,1.56655786482232e+18,"みずほ銀行からメール来たけど詐欺メールかな？
口座持ってないんだけど🤔 https://t.co/lfz2qFNVU5",3.0,0.0,0.0,0.0,0.0,
271,{'media_keys': ['3_1566557832308133889']},119419241.0,2022-09-04 22:44:29+00:00,1.56655784218991e+18,"みずほ銀行からメールが
お引取目的等のご確認のお願いってのが来たんだが
これは本物か？わからん https://t.co/995kIu2EZZ",3.0,0.0,0.0,0.0,0.0,
272,{'media_keys': ['3_1566557781452533760']},2927972672.0,2022-09-04 22:44:15+00:00,1.56655778310057e+18,666枚収録　白石みずほ　Complete Box【電子書籍】[ 白石みずほ ] [楽天] https://t.co/YK1n6JtQLx #rakuafl https://t.co/5Vc55cLU3h,2.0,0.0,0.0,0.0,0.0,
273,{'media_keys': ['3_1566555718878363648']},1096729975.0,2022-09-04 22:41:39+00:00,1.5665571303288e+18,"いくら自社のサーバーやシステムが度々ダウンするからとメールをドコモメールから送ってくるのはどうかと…

それとな一番大事なのはお宅の銀行口座開設してへんで。

…そういうところやで？え？みずほ銀行違う？あ、そうですか。 https://t.co/ymBBv4YEvh",3.0,0.0,0.0,1.0,0.0,
274,,1.51750354575852e+18,2022-09-04 22:41:39+00:00,1.56655712907011e+18,"9月20日コミック新刊予約
暁のヨナ　39巻
https://t.co/wLYaHuynYF

呪い子の召使い　7巻
https://t.co/GxLFNk2B4a

執事・黒星は傅かない　9巻
https://t.co/68ZHEtVbiX

#新刊 #Kindle #新巻 #漫画 #マンガ",2.0,0.0,0.0,0.0,0.0,
275,,1.52311958973905e+18,2022-09-04 22:40:15+00:00,1.56655677502897e+18,"今朝寝ぼけてみずほ銀行のフィッシング詐欺にひっかかりそうになったんだけど、ログインパスワード間違えててセーフwww
暗証番号とか電話番号とか根こそぎ入力させようとしてくるわ🥺",3.0,0.0,0.0,0.0,0.0,
276,{'media_keys': ['3_1566556549618999296']},1.27701636929319e+18,2022-09-04 22:39:22+00:00,1.56655655290733e+18,国税庁の詐欺メールは毎日くるが、今度はみずほ銀行詐欺メール。 https://t.co/hKn9BuM00L,3.0,0.0,0.0,0.0,0.0,
277,,1.30263049394744e+18,2022-09-04 22:37:42+00:00,1.56655613404317e+18,この電車はみずほ号鹿児島中央行きです。,-1.0,0.0,0.0,0.0,0.0,
278,,1.50353122508001e+18,2022-09-04 22:37:09+00:00,1.56655599536651e+18,RT @trawi_site: ゆうちょ銀行や3大メガバンクで貯金してる人は、聞いて。ゆうちょ銀行、三菱UFJ銀行、三井住友銀行、みずほ銀行の普通預金金利は、わずか0.001%だよ。一方、ネット銀行の楽天銀行はマネーブリッジで300万円まで金利0.1%！でも一番金利が高くて、ゆ…,3.0,113.0,0.0,0.0,0.0,
279,,1.36818702101401e+18,2022-09-04 22:37:00+00:00,1.56655595882585e+18,みずほ銀行、DXで八丈島の観光振興 町と包括連携協定 AIでクジラの回遊予測 https://t.co/UKnbqrWOmW,3.0,0.0,0.0,0.0,0.0,
280,,1.27930052773444e+18,2022-09-04 22:36:26+00:00,1.56655581714672e+18,"昨日一昨日とみずほの愛にふれていたから卒業関連で何が荒れてたのか全く把握できてない
でも調べようとも思わないな",2.0,0.0,0.0,0.0,0.0,
281,,1.00924278757998e+18,2022-09-04 22:56:40+00:00,1.56656090731633e+18,"@mmauutakamarima 私も国税局とみずほ銀行から来ますw
使ってないのにw",3.0,0.0,0.0,0.0,0.0,
282,,105397539.0,2022-09-04 22:51:12+00:00,1.56655953367716e+18,"国税庁からの詐欺メールが続けてきてるんだけど、今朝はみずほ銀行からのメールがきた。

もう、どーにかならないの！？",3.0,0.0,0.0,1.0,0.0,
283,,1.43922772415396e+18,2022-09-04 22:50:27+00:00,1.56655934471997e+18,"みずほ銀行の窓口に付き添え、に始まり

黙れと爆竹を投げ付けて来て

死にたいかと街宣車を寄越して来て

FXをやれだの
大麻は体に良いだのと

蓋を開けたら振り込め詐欺に
IT導入補助金泥棒

数年経って判った事は
住吉会だった

KDDIエボルバの営業部門本部長は住吉会の一員 https://t.co/JzCQtO9xy2",3.0,0.0,0.0,0.0,0.0,
284,{'media_keys': ['3_1566558997158567936']},608287901.0,2022-09-04 22:49:05+00:00,1.56655899936485e+18,"みずほ銀行から朝一でメールが届き、取引目的の確認を『今日中に』ログインして確認してくれって・・。日程がタイト過ぎるだろw
即座に迷惑メール扱いにしました。
何故ならそもそも、みずほ銀行の口座を持っていないからアカウント無いんだよなぁ(´Д｀) https://t.co/iHW8Wa75gj",3.0,0.0,0.0,2.0,0.0,
285,,8.11608594139337e+17,2022-09-04 22:46:48+00:00,1.56655842578958e+18,"RT @HanaYume: 【#花とゆめ 19号特典情報】
9/5発売「花とゆめ」19号の表紙は草凪みずほ先生の「#暁のヨナ」。
アニメイトオンラインで花とゆめ19号を買うと、暁のヨナのブロマイド特典が貰えちゃいます。
次回の20号特典とつながる絵柄ですので、次号もお楽しみに！…",2.0,475.0,0.0,0.0,0.0,
286,,1885047410.0,2022-09-04 23:06:54+00:00,1.56656348288289e+18,"出勤前にみずほに入金しようと思ったけど
預け入れすら手数料とられるのよね
息子の塾代モラ夫のカードから引き落とせなくて、こっちに振込の案内きたの
私のでモバイルバンキングしようとしたら残高足りなかったの(笑)
みずほはカードの引き落しにしか使わないから、使ったぶんしか入金しないからな",3.0,0.0,0.0,0.0,0.0,
287,,1.40225007176104e+18,2022-09-04 23:06:29+00:00,1.56656337862538e+18,"RT @Marc_life_: 証券口座を22社使ってわかったメリット

SBI⇨1日300万取引が手数料0円
楽天⇨日経新聞と50冊マネー本タダ
マネックス⇨つみたてNISA強
PayPay⇨1000円から米株投資
STREAM/ LINE ⇨開設等で最大5000円
auカブ…",3.0,130.0,0.0,0.0,0.0,
288,,8.34202109771801e+17,2022-09-04 23:05:58+00:00,1.56656324892492e+18,RT @yonezawakouji: 「みずほ銀行」からメールが来た。私はみずほで口座を作ったことがないので迷惑メールやなとわかったが、過去に作ったことがある人には思わず「確認」したくなるくらいな完成度。しかし、試しに「みずほ銀行」のメルアドを確認したらこの通り。気をつけましょ…,3.0,11.0,0.0,0.0,0.0,
289,,1.55950793308781e+18,2022-09-04 23:04:49+00:00,1.56656295854069e+18,"三井、りそな、埼玉りそな、関西みらいはカード未着でも即金

その他カード必須ですが
みずほ、三菱、ゆうちょ、住信、セブン、SONY、ローソンなど買取可能です

実績多数で即レス対応！
金額などはDMにて👍

#口座買取
＃闇バイト
#個人融資
#お金に困ってます",1.0,0.0,0.0,0.0,0.0,
290,,1.28194762551275e+18,2022-09-04 23:03:39+00:00,1.56656266712867e+18,"RT @kubotaa3: みずほ銀行のフィッシングサイト情報です⚠
hxxps://mizuhobank.japan-banks.com/

ip: 190.14.37.10
(AS52469 - Offshore Racks S.A)
Registrar: NameSilo…",3.0,1.0,0.0,0.0,0.0,
291,,1.14298852528701e+18,2022-09-04 23:03:15+00:00,1.5665625659119e+18,"RT @marimo34815947: @tsuisoku777 デニーの選挙応援に来ているのが、共産党、れいわ、みずほ、れんほー、辻本清美ですよ！
もう反日オールスターでしょ！",2.0,1.0,0.0,0.0,0.0,
292,{'media_keys': ['3_1566560742375313408']},138484039.0,2022-09-04 23:02:50+00:00,1.5665624607481e+18,"残念ながらみずほさんに口座は作っておりません
今週は銀行ときた
毎週月曜日の早朝から
ご苦労なこった🤣

みなさん
お気をつけください

#バレバレ詐欺
#みずほ銀行を名乗った詐欺メール
#フィッシング詐欺 https://t.co/9WHOChZHSP",3.0,0.0,0.0,0.0,0.0,
293,{'media_keys': ['3_1566562393622466560']},110590228.0,2022-09-04 23:02:35+00:00,1.56656239687275e+18,"みずほ使ってるから騙されかけた。

そもそも今日が期限の事を朝一で送るわけないし、送信元がGmail？

しかし、どこでメアド売られたんだってぐらい毎日この手のメールが来るなぁ。

#みずほ銀行
#フィッシングメール https://t.co/576rP4Dmjd",3.0,0.0,0.0,0.0,0.0,
294,,7.60476788396954e+17,2022-09-04 23:01:54+00:00,1.56656222595897e+18,"@ayakome317 本当に次から次へ(  ･᷄ὢ･᷅  )
国税庁のe-Taxも、みずほ銀行の口座も、私は持ってないから詐欺だと気づいたけど💦持ってたら騙される人いるかも💦",3.0,0.0,0.0,0.0,0.0,
295,{'media_keys': ['3_1566561977261907970']},1.18496592184609e+18,2022-09-04 23:00:56+00:00,1.56656198335204e+18,"みずほ銀行のフィッシングサイト情報です⚠
hxxps://mizuhobank.japan-banks.com/

ip: 190.14.37.10
(AS52469 - Offshore Racks S.A)
Registrar: NameSilo
Scan Log: https://t.co/J6ahH5apGe
#Phishing #MizuhoBank #みずほ銀行 https://t.co/hynO9M70pM",3.0,1.0,0.0,1.0,0.0,
296,,2682654864.0,2022-09-04 23:00:47+00:00,1.56656194457607e+18,持続可能性がカギ 特殊化学２社注目 みずほ証券・吉田篤氏 - 化学工業日報 https://t.co/dIq2de7tEU,6.0,0.0,0.0,0.0,0.0,
297,,7.68084548965896e+17,2022-09-04 22:59:56+00:00,1.56656172994479e+18,RT @bulynkey: 税務署のメールの次はみずほ銀行からフィッシングメールが連続できていた　間違って開かないようにすぐに迷惑メール入りに,3.0,1.0,0.0,0.0,0.0,
298,"{'media_keys': ['3_1566561675926708225', '3_1566561675905740800']}",2995574401.0,2022-09-04 22:59:44+00:00,1.56656168043138e+18,「みずほ銀行」からメールが来た。私はみずほで口座を作ったことがないので迷惑メールやなとわかったが、過去に作ったことがある人には思わず「確認」したくなるくらいな完成度。しかし、試しに「みずほ銀行」のメルアドを確認したらこの通り。気をつけましょう。 https://t.co/UBY6FcPwKD,3.0,11.0,0.0,7.0,0.0,
299,"{'media_keys': ['3_1566396327252336640', '3_1566396336148455424']}",1.461248923059e+18,2022-09-04 23:16:01+00:00,1.56656577655093e+18,"RT @justice_hawks: SHOKOちゃんのみずほユニもなかなか似合ってた😊🤟ありがとうございます🙇
#hawksHoneys https://t.co/IOuYkhj4QM",2.0,1.0,0.0,0.0,0.0,
300,,1.31882330709377e+18,2022-09-04 23:12:04+00:00,1.56656478488746e+18,"RT @Yun_depth: みずほ銀行から朝一でメールが届き、取引目的の確認を『今日中に』ログインして確認してくれって・・。日程がタイト過ぎるだろw
即座に迷惑メール扱いにしました。
何故ならそもそも、みずほ銀行の口座を持っていないからアカウント無いんだよなぁ(´Д｀) ht…",3.0,1.0,0.0,0.0,0.0,
301,,1.56504505129352e+18,2022-09-04 23:11:51+00:00,1.56656472978688e+18,"《買取中》
三井(新品)
三井(中古)←カードネット必須！
みずほ
三菱
りそな
GMO
ソニー
PayPay
各地方銀行
その他
即金or郵送対応してますので気になる人はDMに問い合わせ下さい。

DM時にカードとネットの有無と新品か中古かを教えて貰えると早目に対応出来ます。
#口座売買 
#口座買取",1.0,0.0,0.0,0.0,0.0,
302,,409341086.0,2022-09-04 23:09:25+00:00,1.56656411814831e+18,「朝だち……するよ！してるよ！！でも小学２年じゃまだだと思うよ茂穂…」田代みずほ　《みすほアンビバレンツ２巻》,2.0,0.0,0.0,0.0,0.0,
303,,1.36272682806707e+18,2022-09-04 23:07:54+00:00,1.56656373735164e+18,RT @toyokooooo: 貯金してる人、ちょっと聞いて。貯金をしていてつく利息は0.001パーセント。でもみずほ、UFJ、三井などの株の配当利回りは4パーセント程度。銀行に貯金してるなら銀行の株買って配当金もらった方が賢いよって話。でもここには一つ注意すべき点が。詳しくは…,6.0,11.0,0.0,0.0,0.0,
304,,1.45387685816076e+18,2022-09-04 23:07:48+00:00,1.56656371133818e+18,"みずほの詐欺メール連投できてて笑った
もってないんよ口座",3.0,0.0,0.0,0.0,0.0,
305,,2995574401.0,2022-09-04 23:26:06+00:00,1.56656831696079e+18,@sora_riku_momo これはネットリテラシーがないと引っかかる確率大ですね。自分もみずほに口座作った経験があったら押してしまいそう…,3.0,0.0,0.0,0.0,0.0,
306,,235342987.0,2022-09-04 23:25:06+00:00,1.56656806257624e+18,0827　みずほ６０１号　鹿児島中央（新大阪　0600）,-1.0,0.0,0.0,0.0,0.0,
307,,9141602.0,2022-09-04 23:24:00+00:00,1.56656778799616e+18,これ、2006年に株価10倍達成した後の話だね。例えばみずほとか10倍の前は100円(10分割前だったから当時は1000円)近辺をうろうろしてたのだけど、2008年は1030円。リーマンショックで見事に元に戻ったね。(RT),6.0,0.0,0.0,0.0,0.0,
308,,107654599.0,2022-09-04 23:23:35+00:00,1.56656768079821e+18,"某みずほ銀行から、取引内容の確認ってメールが来てるんだけど、詐欺じゃないよね？
というか、昨日の22時半くらいに最初の案内が来てて、夜だったしほっといたら、今朝の5時半前に再度メールが来てて、今日中にやれって。え？性急すぎない？めっちゃ詐欺っぽく見えるんだけど？",3.0,0.0,1.0,0.0,0.0,
309,,1.30397926956393e+18,2022-09-04 23:23:30+00:00,1.5665676611101e+18,"考えれば分かるけど、みずほや三菱UFJに対して5年後に地方信金ベースのシステムでやれ、無理なら外付けカスタマイズしろってなったらどうなるか。
またみずほと三菱UFJと三井住友で共通パッケージ作ろうって話が現実的か。",3.0,0.0,0.0,2.0,0.0,
310,"{'media_keys': ['3_1566567192732217344', '3_1566567195672322048']}",3887853620.0,2022-09-04 23:21:40+00:00,1.56656719919997e+18,あのー、あたしみずほ持ってないしe-Taxも使った事ないんですけどぉ〜笑 https://t.co/VBF9kn814q,3.0,0.0,0.0,0.0,0.0,
311,,224648879.0,2022-09-04 23:19:33+00:00,1.56656666700169e+18,@yonezawakouji 最近、みずほ銀行と国税庁からよく来ます。,3.0,0.0,1.0,1.0,0.0,
312,,2305818986.0,2022-09-04 23:19:14+00:00,1.56656658725499e+18,"RT @donationbot51: (株)みずほフィナンシャルグループ20,000,000",3.0,1.0,0.0,0.0,0.0,
313,,1.34653997586141e+18,2022-09-04 23:19:07+00:00,1.56656655944698e+18,"(株)みずほフィナンシャルグループ20,000,000",3.0,1.0,0.0,0.0,0.0,
314,,264770139.0,2022-09-04 23:17:39+00:00,1.5665661885742e+18,"RT @mizuhobank: #口座開設 をするなら、みずほ銀行！
今なら新しく取扱を開始したみずほJCBデビットカードに入会し利用すると、キャッシュバックされるお得なキャンペーンも実施中！期間は11月30日まで！詳しくはウェブサイトまで。

#口座開設 ✨",3.0,1.0,0.0,0.0,0.0,
315,,615900682.0,2022-09-04 23:17:37+00:00,1.56656617910345e+18,"みずほ銀行から「お取引目的等の確認～」ってメール来たけど口座無いんですよね
最近、楽天銀行からも迷惑メール来るし、今度はこれかと思ったけど、「公式からのガチの迷惑メール」っぽくて戸惑ってる",3.0,0.0,1.0,1.0,0.0,
316,,8.83608655395832e+17,2022-09-04 23:37:36+00:00,1.56657121148778e+18,【マンガ】みずほ、中学生、世界崩壊は突然に https://t.co/bOB4nzZbbW をお気に入りしました。 #ニコニコ漫画 #ニコニコ静画,-1.0,0.0,0.0,0.0,0.0,
317,{'media_keys': ['3_1566571193720643584']},9.22362999792271e+17,2022-09-04 23:37:34+00:00,1.56657120122427e+18,"【1104日目 おせっかい駅頭 朝活報告😅】
　
   今朝は武蔵浦和駅東口のみずほ銀行側の階段下で朝の駅頭活動をさせて頂きました。

　今朝はまた気温があがっています。
今日は日中31度近くまで気温が上がるそうです。気温の変化などで体調を崩さないようにお気をつけくださいね #さいたま市 https://t.co/FeilX7EK5B",3.0,0.0,0.0,0.0,0.0,
318,{'media_keys': ['3_1566571130218942464']},1361716028.0,2022-09-04 23:37:18+00:00,1.56657113315917e+18,"みずほ銀行を騙る新たな詐欺メール
送信メールアドレスがみずほ銀行ではないので詐欺なのは明らか
この手の入力やログインを求めてくるメールは、ヘッダ情報などから送信メールアドレスの確認を
迷惑メール相談室に転送し報告済み #スパムメール #詐欺メール https://t.co/HHCT4KCxCP",3.0,0.0,0.0,0.0,0.0,
319,,1.5658748878223e+18,2022-09-04 23:36:36+00:00,1.56657095863451e+18,"困ってませんか⁉️

騙される前に🙇‍♂️

口座買取3年の実績🌸

犯罪には絶対使いません🈲

開設アプリから可能です‼️
急げば明日満額着金‼️‼️

⬇️即日対応
三井新品5(中古相談)
りそな3
⬆️満額

対応銀行増加中⤴️
ゆうちょ
三菱
みずほ
セブン
他の銀行も⭕️

まずはDM📩
102
#個人融資",1.0,0.0,0.0,0.0,0.0,
320,"{'media_keys': ['3_1566570697542885376', '3_1566570697551253504', '3_1566570697547063296', '3_1566570697555554304']}",156686351.0,2022-09-04 23:35:36+00:00,1.56657070463124e+18,"みずほデビット20％還元もらう為みずほ銀行開設しました🙌

✅新規入会＋アプリ連携＋2500円×10回利用で5000円還元
https://t.co/nWdMNlpVtz

みずほ銀行開設でJ-Coin Payが使えるようになったので10%還元もやります💪

✅モバイルSuica 5000円チャージで500円還元
https://t.co/SHCOrRRTSc

11月末〆 https://t.co/o2R4z1SIeN",3.0,0.0,1.0,0.0,0.0,
321,,1.5354993343508e+18,2022-09-04 23:34:33+00:00,1.56657044364489e+18,みずほ銀行のICカード、貰った時から常に磁気不良起こしてて修復できるATMでしか使えない。他ATMじゃ当然のように吐き出される、職場の給与口座じゃなければ触りたくもねぇよクソ二流銀行が。,3.0,0.0,0.0,0.0,0.0,
322,,1.5658748878223e+18,2022-09-04 23:34:28+00:00,1.5665704197587e+18,"困ってませんか⁉️

騙される前に🙇‍♂️

口座買取3年の実績🌸

犯罪には絶対使いません🈲

開設アプリから可能です‼️
急げば明日満額着金‼️‼️

⬇️即日対応
三井新品5(中古相談)
りそな3
⬆️満額

対応銀行増加中⤴️
ゆうちょ
三菱
みずほ
セブン
他の銀行も⭕️

まずはDM📩
101
#個人融資",1.0,0.0,0.0,0.0,0.0,
323,"{'media_keys': ['3_1566570330021175296', '3_1566570343589810176', '3_1566570358152368129']}",1.01587432854867e+18,2022-09-04 23:34:15+00:00,1.56657036831556e+18,"実は私、第６回みずほ創業塾、パンフレットにも出させて頂いております。起業したい方、無料なので行かないのはもったいない。
#瑞穂市
#みずほ
#創業
#起業
#塾
#経営
#無料
#商工会
#朝日大学 https://t.co/jNHbw0mBAp",-1.0,0.0,0.0,1.0,0.0,
324,{'media_keys': ['3_1566570054442897408']},1.41048844891018e+18,2022-09-04 23:33:03+00:00,1.56657006622462e+18,"またみずほ銀行が3連休にATM止めるのかと思ったらイオン銀行だった
しかもみずほより若干休止期間長いやんけw https://t.co/ZE6ztPFsiY",3.0,0.0,0.0,0.0,0.0,
325,"{'media_keys': ['3_1566570034142810112', '3_1566570044292988928']}",1.0618621927802e+18,2022-09-04 23:33:02+00:00,1.56657005902342e+18,"#Phishing #MizuhoBank #みずほ銀行 #Mizuho #みずほ
#フィッシング詐欺 

IP:190.14.37.10
(AS 52469 / Offshore Racks S.A )

hxxps://mizuhobank.japan-banks.com https://t.co/9LA2NoKLos",3.0,0.0,0.0,1.0,0.0,
326,,1.2641806200805e+18,2022-09-04 23:32:11+00:00,1.56656984757178e+18,"@HonestMizuho mizuhoさんの司会
とても素敵でした💓
大変なイベントですが、続けて開催されているみずほさんを尊敬いたします。
YUKATAコンテストJAPANが
毎年の参加者が
沢山になる事を願っています🌈⤴︎😊",2.0,0.0,0.0,0.0,0.0,
327,{'media_keys': ['3_1566569804139417602']},1.11632758158478e+18,2022-09-04 23:32:02+00:00,1.5665698071131e+18,みずほ銀行使ってねえわwww https://t.co/oWoO4MdLLl,3.0,0.0,0.0,0.0,0.0,
328,,1.31816377515379e+18,2022-09-04 23:31:46+00:00,1.56656973982815e+18,"朝からみずほ銀行の偽メール。口座もないし。
この前は国税庁からの偽メール。
メールアドレスなんて登録してないし。
😂😂何処から漏れるのかしら？
皆さんお気をつけて。",3.0,0.0,0.0,1.0,0.0,
329,,1.5658748878223e+18,2022-09-04 23:30:37+00:00,1.56656945132747e+18,"困ってませんか⁉️

騙される前に🙇‍♂️

口座買取3年の実績🌸

犯罪には絶対使いません🈲

開設アプリから可能です‼️
急げば明日満額着金‼️‼️

⬇️即日対応
三井新品5(中古相談)
りそな3
⬆️満額

対応銀行増加中⤴️
ゆうちょ
三菱
みずほ
セブン
他の銀行も⭕️

まずはDM📩
100
#個人融資",1.0,0.0,0.0,0.0,0.0,
330,,133660274.0,2022-09-04 23:29:41+00:00,1.56656921694936e+18,"先週末、国税庁からメール(笑)きて、今朝はみずほ銀行のフィッシングメールで起こされた。
国税庁のは問題外として、みずほは騙される人多そう。気をつけて！",3.0,0.0,0.0,0.0,0.0,
331,,162356267.0,2022-09-04 23:28:34+00:00,1.56656893623722e+18,"@yuyu_tabuchi 超盛り上がりましたね！🔥
上から見るアイオケのフォーメーションは、最高でした！👍

8人体制のとき、歌組4人と楽器3人+みずほの2列になってました。今回のように、歌組とゆゆが同じ列になる方が、ダンスが映えるし、見た目も自然ですね。",2.0,0.0,0.0,0.0,0.0,
332,,1.5658748878223e+18,2022-09-04 23:27:57+00:00,1.56656877978166e+18,"困ってませんか⁉️

騙される前に🙇‍♂️

口座買取3年の実績🌸

犯罪には絶対使いません🈲

開設アプリから可能です‼️
急げば明日満額着金‼️‼️

⬇️即日対応
三井新品5(中古相談)
りそな3
⬆️満額

対応銀行増加中⤴️
ゆうちょ
三菱
みずほ
セブン
他の銀行も⭕️

まずはDM📩
41
#個人融資",1.0,0.0,0.0,0.0,0.0,
333,,1.02281421387651e+18,2022-09-04 23:48:00+00:00,1.56657382730773e+18,"『新幹線変形ロボ シンカリオン　【09】　N700みずほ』

流麗な佇まいのシンカリオン。車体スペックを活かし、「ドウリンハンマー」でパワフルに戦う。
700のぞみ、70…

ミューゼオにコレクションを展示したよ！

#ミューゼオ @muuseo_sns https://t.co/0DpsJvBXkO",-1.0,0.0,0.0,0.0,0.0,
334,,1.36260749187642e+18,2022-09-04 23:46:50+00:00,1.56657353230524e+18,"RT @hamaguchi_kenji: 【1104日目 おせっかい駅頭 朝活報告😅】
　
   今朝は武蔵浦和駅東口のみずほ銀行側の階段下で朝の駅頭活動をさせて頂きました。

　今朝はまた気温があがっています。
今日は日中31度近くまで気温が上がるそうです。気温の変化などで体…",3.0,2.0,0.0,0.0,0.0,
335,,1.56560900948664e+18,2022-09-04 23:43:46+00:00,1.5665727608427e+18,@2019_G7 みずほ🇰🇷🌸さんには日本国🇯🇵皇帝になって頂きます‼️💢💢,2.0,0.0,0.0,0.0,0.0,
336,,7.36354263710859e+17,2022-09-04 23:43:41+00:00,1.56657273977086e+18,@mizuho801 みずほさん行ってらっしゃーい☺️,2.0,0.0,0.0,1.0,0.0,
337,,106446391.0,2022-09-04 23:43:34+00:00,1.56657271081341e+18,"9月になった途端に国税庁やらみずほ銀行やら投資や株のメールが来るようになった

そんなに金に困ってねえから大丈夫だよwwwww

と返したい所だがそこは無理なので辛い

そのまま削除",3.0,0.0,0.0,8.0,0.0,
338,,3778480632.0,2022-09-04 23:42:44+00:00,1.56657250139179e+18,みずほFG株主総会2022「言いたいことを言える企業を目指します。」が空虚に聞こえた総会 https://t.co/pSlCcqV31e #システム障害 #みずほ銀行 #三菱UFJ #参院選2022 #日本経済新聞 #株主総会 #消費税 #金融庁 @sazareishinokaiから,3.0,0.0,0.0,0.0,0.0,
339,,2201618568.0,2022-09-04 23:42:14+00:00,1.56657237445922e+18,"三菱商(8058)：みずほ「買い」継続、5900円→6100円
日特建(1929)：東海東京「Outperform」継続、950円→1150円
寿スピリッツ(2222)：東海東京「Outperform」継続、9320円→9460円
稀元素(4082)：東海東京「Outperform」継続、1360円→1700円
日東精(5957)：東海東京「Outperform」継続、610円→650円",6.0,0.0,0.0,0.0,0.0,
340,,2201618568.0,2022-09-04 23:41:59+00:00,1.56657231451838e+18,"日鉄物産(9810)：大和「2」継続、5800円→5900円
ラウンドワン(4680)：みずほ「買い」継続、2000円→2600円
伊藤忠(8001)：みずほ「買い」継続、4600円→5100円
丸紅(8002)：みずほ「買い」継続、1700円→1800円
三井物(8031)：みずほ「買い」継続、4800円→4900円",6.0,0.0,0.0,0.0,0.0,
341,,107654599.0,2022-09-04 23:40:07+00:00,1.5665718421601e+18,"みずほ銀行のFAQを見た結果、取引内容照会に関しては、定期的にハガキか、若しくはその時期にダイレクトにログインするとそこで表示されるようなので、今回のメールは詐欺だろうと判断。
（検索からダイレクトにログインしても、お知らせ等にその件の表示はなかった）",3.0,0.0,1.0,0.0,0.0,
